Feature,Compartment,Feature Group,Function,Channel,Function_Comment#1,Function_Comment#2,TP,FP,TN,FN,PPV,BA,AUC_ROC,AUC_PR,F1_Score,MCC,Sensitivity,Specificity
Nuclei_Texture_SumEntropy_DNA_3_0,Nuclei,Texture,SumEntropy,DNA,3,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Nuclei_Texture_SumEntropy_DNA_5_0,Nuclei,Texture,SumEntropy,DNA,5,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Nuclei_Texture_SumVariance_DNA_10_0,Nuclei,Texture,SumVariance,DNA,10,0,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Nuclei_Texture_SumVariance_DNA_3_0,Nuclei,Texture,SumVariance,DNA,3,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Nuclei_Texture_SumVariance_DNA_5_0,Nuclei,Texture,SumVariance,DNA,5,0,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Nuclei_Texture_Variance_DNA_10_0,Nuclei,Texture,Variance,DNA,10,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Nuclei_Texture_Variance_DNA_3_0,Nuclei,Texture,Variance,DNA,3,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Nuclei_Texture_Variance_DNA_5_0,Nuclei,Texture,Variance,DNA,5,0,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Cells_Correlation_Correlation_ER_AGP,Cells,Correlation,Correlation,ER,AGP,,0,0,401,85,0,0.5,0.58,0.22,0,0,0,1
Cells_Correlation_Correlation_ER_RNA,Cells,Correlation,Correlation,ER,RNA,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cells_Correlation_Costes_ER_AGP,Cells,Correlation,Costes,ER,AGP,,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cells_Correlation_Costes_ER_DNA,Cells,Correlation,Costes,ER,DNA,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_Correlation_Costes_ER_Mito,Cells,Correlation,Costes,ER,Mito,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_Correlation_Costes_ER_RNA,Cells,Correlation,Costes,ER,RNA,,0,0,401,85,0,0.5,0.51,0.18,0,0,0,1
Cells_Correlation_K_ER_AGP,Cells,Correlation,K,ER,AGP,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cells_Correlation_K_ER_DNA,Cells,Correlation,K,ER,DNA,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cells_Correlation_K_ER_Mito,Cells,Correlation,K,ER,Mito,,0,0,401,85,0,0.5,0.58,0.23,0,0,0,1
Cells_Correlation_K_ER_RNA,Cells,Correlation,K,ER,RNA,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cells_Correlation_Manders_ER_AGP,Cells,Correlation,Manders,ER,AGP,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cells_Correlation_Manders_ER_DNA,Cells,Correlation,Manders,ER,DNA,,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Cells_Correlation_Manders_ER_Mito,Cells,Correlation,Manders,ER,Mito,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cells_Correlation_Manders_ER_RNA,Cells,Correlation,Manders,ER,RNA,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cells_Correlation_Overlap_ER_AGP,Cells,Correlation,Overlap,ER,AGP,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_Correlation_Overlap_ER_RNA,Cells,Correlation,Overlap,ER,RNA,,0,0,401,85,0,0.5,0.59,0.23,0,0,0,1
Cells_Correlation_RWC_ER_AGP,Cells,Correlation,RWC,ER,AGP,,13,11,390,72,0.54,0.56,0.56,0.23,0.24,0.220055649,0.15,0.97
Cells_Correlation_RWC_ER_DNA,Cells,Correlation,RWC,ER,DNA,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cells_Correlation_RWC_ER_Mito,Cells,Correlation,RWC,ER,Mito,,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Cells_Correlation_RWC_ER_RNA,Cells,Correlation,RWC,ER,RNA,,0,0,401,85,0,0.5,0.61,0.23,0,0,0,1
Cells_Granularity_1_ER,Cells,Granularity,1,ER,,,0,0,401,85,0,0.5,0.6,0.23,0,0,0,1
Cells_Granularity_10_ER,Cells,Granularity,10,ER,,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_Granularity_11_ER,Cells,Granularity,11,ER,,,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Cells_Granularity_12_ER,Cells,Granularity,12,ER,,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cells_Granularity_13_ER,Cells,Granularity,13,ER,,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_Granularity_14_ER,Cells,Granularity,14,ER,,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_Granularity_15_ER,Cells,Granularity,15,ER,,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cells_Granularity_16_ER,Cells,Granularity,16,ER,,,5,3,398,80,0.62,0.53,0.53,0.2,0.11,0.153284223,0.06,0.99
Cells_Granularity_2_ER,Cells,Granularity,2,ER,,,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Cells_Granularity_3_ER,Cells,Granularity,3,ER,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cells_Granularity_4_ER,Cells,Granularity,4,ER,,,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cells_Granularity_5_ER,Cells,Granularity,5,ER,,,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Cells_Granularity_6_ER,Cells,Granularity,6,ER,,,0,0,401,85,0,0.5,0.58,0.22,0,0,0,1
Cells_Granularity_7_ER,Cells,Granularity,7,ER,,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_Granularity_8_ER,Cells,Granularity,8,ER,,,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cells_Granularity_9_ER,Cells,Granularity,9,ER,,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cells_Intensity_IntegratedIntensity_ER,Cells,Intensity,IntegratedIntensity,ER,,,0,0,401,85,0,0.5,0.6,0.23,0,0,0,1
Cells_Intensity_IntegratedIntensityEdge_ER,Cells,Intensity,IntegratedIntensityEdge,ER,,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_Intensity_LowerQuartileIntensity_ER,Cells,Intensity,LowerQuartileIntensity,ER,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cells_Intensity_MADIntensity_ER,Cells,Intensity,MADIntensity,ER,,,4,2,399,81,0.67,0.52,0.52,0.2,0.09,0.144734231,0.05,1
Cells_Intensity_MassDisplacement_ER,Cells,Intensity,MassDisplacement,ER,,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cells_Intensity_MaxIntensity_ER,Cells,Intensity,MaxIntensity,ER,,,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Cells_Intensity_MaxIntensityEdge_ER,Cells,Intensity,MaxIntensityEdge,ER,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cells_Intensity_MeanIntensity_ER,Cells,Intensity,MeanIntensity,ER,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cells_Intensity_MeanIntensityEdge_ER,Cells,Intensity,MeanIntensityEdge,ER,,,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cells_Intensity_MedianIntensity_ER,Cells,Intensity,MedianIntensity,ER,,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cells_Intensity_MinIntensity_ER,Cells,Intensity,MinIntensity,ER,,,0,0,401,85,0,0.5,0.59,0.22,0,0,0,1
Cells_Intensity_MinIntensityEdge_ER,Cells,Intensity,MinIntensityEdge,ER,,,0,0,401,85,0,0.5,0.59,0.22,0,0,0,1
Cells_Intensity_StdIntensity_ER,Cells,Intensity,StdIntensity,ER,,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_Intensity_StdIntensityEdge_ER,Cells,Intensity,StdIntensityEdge,ER,,,4,2,399,81,0.67,0.52,0.52,0.2,0.09,0.144734231,0.05,1
Cells_Intensity_UpperQuartileIntensity_ER,Cells,Intensity,UpperQuartileIntensity,ER,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cells_Location_CenterMassIntensity_X_ER,Cells,Location,CenterMassIntensity,ER,X,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cells_Location_CenterMassIntensity_Y_ER,Cells,Location,CenterMassIntensity,ER,Y,,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cells_Location_MaxIntensity_X_ER,Cells,Location,MaxIntensity,ER,X,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cells_Location_MaxIntensity_Y_ER,Cells,Location,MaxIntensity,ER,Y,,7,3,398,78,0.7,0.54,0.54,0.22,0.15,0.200352859,0.08,0.99
Cells_RadialDistribution_FracAtD_ER_1of4,Cells,RadialDistribution,FracAtD,ER,1of4,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_RadialDistribution_FracAtD_ER_2of4,Cells,RadialDistribution,FracAtD,ER,2of4,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_RadialDistribution_FracAtD_ER_3of4,Cells,RadialDistribution,FracAtD,ER,3of4,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cells_RadialDistribution_FracAtD_ER_4of4,Cells,RadialDistribution,FracAtD,ER,4of4,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_RadialDistribution_MeanFrac_ER_1of4,Cells,RadialDistribution,MeanFrac,ER,1of4,,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Cells_RadialDistribution_MeanFrac_ER_2of4,Cells,RadialDistribution,MeanFrac,ER,2of4,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_RadialDistribution_MeanFrac_ER_3of4,Cells,RadialDistribution,MeanFrac,ER,3of4,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_RadialDistribution_MeanFrac_ER_4of4,Cells,RadialDistribution,MeanFrac,ER,4of4,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_RadialDistribution_RadialCV_ER_1of4,Cells,RadialDistribution,RadialCV,ER,1of4,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cells_RadialDistribution_RadialCV_ER_2of4,Cells,RadialDistribution,RadialCV,ER,2of4,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cells_RadialDistribution_RadialCV_ER_3of4,Cells,RadialDistribution,RadialCV,ER,3of4,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cells_RadialDistribution_RadialCV_ER_4of4,Cells,RadialDistribution,RadialCV,ER,4of4,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cells_Texture_AngularSecondMoment_ER_10_0,Cells,Texture,AngularSecondMoment,ER,10,0,5,3,398,80,0.62,0.53,0.53,0.2,0.11,0.153284223,0.06,0.99
Cells_Texture_AngularSecondMoment_ER_3_0,Cells,Texture,AngularSecondMoment,ER,3,0,5,3,398,80,0.62,0.53,0.53,0.2,0.11,0.153284223,0.06,0.99
Cells_Texture_AngularSecondMoment_ER_5_0,Cells,Texture,AngularSecondMoment,ER,5,0,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cells_Texture_Contrast_ER_10_0,Cells,Texture,Contrast,ER,10,0,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cells_Texture_Contrast_ER_3_0,Cells,Texture,Contrast,ER,3,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cells_Texture_Contrast_ER_5_0,Cells,Texture,Contrast,ER,5,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cells_Texture_Correlation_ER_10_0,Cells,Texture,Correlation,ER,10,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cells_Texture_Correlation_ER_3_0,Cells,Texture,Correlation,ER,3,0,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Cells_Texture_Correlation_ER_5_0,Cells,Texture,Correlation,ER,5,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cells_Texture_DifferenceEntropy_ER_10_0,Cells,Texture,DifferenceEntropy,ER,10,0,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cells_Texture_DifferenceEntropy_ER_3_0,Cells,Texture,DifferenceEntropy,ER,3,0,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cells_Texture_DifferenceEntropy_ER_5_0,Cells,Texture,DifferenceEntropy,ER,5,0,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cells_Texture_DifferenceVariance_ER_10_0,Cells,Texture,DifferenceVariance,ER,10,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_Texture_DifferenceVariance_ER_3_0,Cells,Texture,DifferenceVariance,ER,3,0,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cells_Texture_DifferenceVariance_ER_5_0,Cells,Texture,DifferenceVariance,ER,5,0,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cells_Texture_Entropy_ER_10_0,Cells,Texture,Entropy,ER,10,0,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cells_Texture_Entropy_ER_3_0,Cells,Texture,Entropy,ER,3,0,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Cells_Texture_Entropy_ER_5_0,Cells,Texture,Entropy,ER,5,0,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Cells_Texture_Gabor_ER_10,Cells,Texture,Gabor,ER,10,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_Texture_Gabor_ER_3,Cells,Texture,Gabor,ER,3,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cells_Texture_Gabor_ER_5,Cells,Texture,Gabor,ER,5,,0,0,401,85,0,0.5,0.51,0.18,0,0,0,1
Cells_Texture_InfoMeas1_ER_10_0,Cells,Texture,InfoMeas1,ER,10,0,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cells_Texture_InfoMeas1_ER_3_0,Cells,Texture,InfoMeas1,ER,3,0,4,2,399,81,0.67,0.52,0.52,0.2,0.09,0.144734231,0.05,1
Cells_Texture_InfoMeas1_ER_5_0,Cells,Texture,InfoMeas1,ER,5,0,5,3,398,80,0.62,0.53,0.53,0.2,0.11,0.153284223,0.06,0.99
Cells_Texture_InfoMeas2_ER_10_0,Cells,Texture,InfoMeas2,ER,10,0,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cells_Texture_InfoMeas2_ER_3_0,Cells,Texture,InfoMeas2,ER,3,0,9,7,394,76,0.56,0.54,0.54,0.22,0.18,0.18825767,0.11,0.98
Cells_Texture_InfoMeas2_ER_5_0,Cells,Texture,InfoMeas2,ER,5,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_Texture_InverseDifferenceMoment_ER_10_0,Cells,Texture,InverseDifferenceMoment,ER,10,0,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Cells_Texture_InverseDifferenceMoment_ER_3_0,Cells,Texture,InverseDifferenceMoment,ER,3,0,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Cells_Texture_InverseDifferenceMoment_ER_5_0,Cells,Texture,InverseDifferenceMoment,ER,5,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_Texture_SumAverage_ER_10_0,Cells,Texture,SumAverage,ER,10,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_Texture_SumAverage_ER_3_0,Cells,Texture,SumAverage,ER,3,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_Texture_SumAverage_ER_5_0,Cells,Texture,SumAverage,ER,5,0,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cells_Texture_SumEntropy_ER_10_0,Cells,Texture,SumEntropy,ER,10,0,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cells_Texture_SumEntropy_ER_3_0,Cells,Texture,SumEntropy,ER,3,0,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Cells_Texture_SumEntropy_ER_5_0,Cells,Texture,SumEntropy,ER,5,0,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Cells_Texture_SumVariance_ER_10_0,Cells,Texture,SumVariance,ER,10,0,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cells_Texture_SumVariance_ER_3_0,Cells,Texture,SumVariance,ER,3,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_Texture_SumVariance_ER_5_0,Cells,Texture,SumVariance,ER,5,0,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_Texture_Variance_ER_10_0,Cells,Texture,Variance,ER,10,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_Texture_Variance_ER_3_0,Cells,Texture,Variance,ER,3,0,0,0,401,85,0,0.5,0.54,0.21,0,0,0,1
Cells_Texture_Variance_ER_5_0,Cells,Texture,Variance,ER,5,0,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Cytoplasm_Correlation_Correlation_ER_AGP,Cytoplasm,Correlation,Correlation,ER,AGP,,0,0,401,85,0,0.5,0.57,0.22,0,0,0,1
Cytoplasm_Correlation_Correlation_ER_RNA,Cytoplasm,Correlation,Correlation,ER,RNA,,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cytoplasm_Correlation_Costes_ER_AGP,Cytoplasm,Correlation,Costes,ER,AGP,,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cytoplasm_Correlation_Costes_ER_DNA,Cytoplasm,Correlation,Costes,ER,DNA,,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cytoplasm_Correlation_Costes_ER_Mito,Cytoplasm,Correlation,Costes,ER,Mito,,0,0,401,85,0,0.5,0.51,0.19,0,0,0,1
Cytoplasm_Correlation_Costes_ER_RNA,Cytoplasm,Correlation,Costes,ER,RNA,,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Cytoplasm_Correlation_K_ER_AGP,Cytoplasm,Correlation,K,ER,AGP,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cytoplasm_Correlation_K_ER_DNA,Cytoplasm,Correlation,K,ER,DNA,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cytoplasm_Correlation_K_ER_Mito,Cytoplasm,Correlation,K,ER,Mito,,0,0,401,85,0,0.5,0.57,0.23,0,0,0,1
Cytoplasm_Correlation_K_ER_RNA,Cytoplasm,Correlation,K,ER,RNA,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cytoplasm_Correlation_Manders_ER_AGP,Cytoplasm,Correlation,Manders,ER,AGP,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cytoplasm_Correlation_Manders_ER_DNA,Cytoplasm,Correlation,Manders,ER,DNA,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cytoplasm_Correlation_Manders_ER_Mito,Cytoplasm,Correlation,Manders,ER,Mito,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cytoplasm_Correlation_Manders_ER_RNA,Cytoplasm,Correlation,Manders,ER,RNA,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cytoplasm_Correlation_Overlap_ER_AGP,Cytoplasm,Correlation,Overlap,ER,AGP,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cytoplasm_Correlation_Overlap_ER_RNA,Cytoplasm,Correlation,Overlap,ER,RNA,,0,0,401,85,0,0.5,0.58,0.22,0,0,0,1
Cytoplasm_Correlation_RWC_ER_AGP,Cytoplasm,Correlation,RWC,ER,AGP,,8,4,397,77,0.67,0.54,0.54,0.22,0.16,0.205976514,0.09,0.99
Cytoplasm_Correlation_RWC_ER_DNA,Cytoplasm,Correlation,RWC,ER,DNA,,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cytoplasm_Correlation_RWC_ER_Mito,Cytoplasm,Correlation,RWC,ER,Mito,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cytoplasm_Correlation_RWC_ER_RNA,Cytoplasm,Correlation,RWC,ER,RNA,,0,0,401,85,0,0.5,0.61,0.23,0,0,0,1
Cytoplasm_Granularity_1_ER,Cytoplasm,Granularity,1,ER,,,0,0,401,85,0,0.5,0.62,0.23,0,0,0,1
Cytoplasm_Granularity_10_ER,Cytoplasm,Granularity,10,ER,,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cytoplasm_Granularity_11_ER,Cytoplasm,Granularity,11,ER,,,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cytoplasm_Granularity_12_ER,Cytoplasm,Granularity,12,ER,,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cytoplasm_Granularity_13_ER,Cytoplasm,Granularity,13,ER,,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cytoplasm_Granularity_14_ER,Cytoplasm,Granularity,14,ER,,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cytoplasm_Granularity_15_ER,Cytoplasm,Granularity,15,ER,,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cytoplasm_Granularity_16_ER,Cytoplasm,Granularity,16,ER,,,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cytoplasm_Granularity_2_ER,Cytoplasm,Granularity,2,ER,,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cytoplasm_Granularity_3_ER,Cytoplasm,Granularity,3,ER,,,0,0,401,85,0,0.5,0.58,0.22,0,0,0,1
Cytoplasm_Granularity_4_ER,Cytoplasm,Granularity,4,ER,,,4,2,399,81,0.67,0.52,0.52,0.2,0.09,0.144734231,0.05,1
Cytoplasm_Granularity_5_ER,Cytoplasm,Granularity,5,ER,,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cytoplasm_Granularity_6_ER,Cytoplasm,Granularity,6,ER,,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cytoplasm_Granularity_7_ER,Cytoplasm,Granularity,7,ER,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_Granularity_8_ER,Cytoplasm,Granularity,8,ER,,,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cytoplasm_Granularity_9_ER,Cytoplasm,Granularity,9,ER,,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cytoplasm_Intensity_IntegratedIntensity_ER,Cytoplasm,Intensity,IntegratedIntensity,ER,,,8,5,396,77,0.62,0.54,0.54,0.22,0.16,0.192233605,0.09,0.99
Cytoplasm_Intensity_IntegratedIntensityEdge_ER,Cytoplasm,Intensity,IntegratedIntensityEdge,ER,,,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cytoplasm_Intensity_LowerQuartileIntensity_ER,Cytoplasm,Intensity,LowerQuartileIntensity,ER,,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cytoplasm_Intensity_MADIntensity_ER,Cytoplasm,Intensity,MADIntensity,ER,,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cytoplasm_Intensity_MassDisplacement_ER,Cytoplasm,Intensity,MassDisplacement,ER,,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cytoplasm_Intensity_MaxIntensity_ER,Cytoplasm,Intensity,MaxIntensity,ER,,,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Cytoplasm_Intensity_MaxIntensityEdge_ER,Cytoplasm,Intensity,MaxIntensityEdge,ER,,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cytoplasm_Intensity_MeanIntensity_ER,Cytoplasm,Intensity,MeanIntensity,ER,,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cytoplasm_Intensity_MeanIntensityEdge_ER,Cytoplasm,Intensity,MeanIntensityEdge,ER,,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cytoplasm_Intensity_MedianIntensity_ER,Cytoplasm,Intensity,MedianIntensity,ER,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_Intensity_MinIntensity_ER,Cytoplasm,Intensity,MinIntensity,ER,,,0,0,401,85,0,0.5,0.59,0.22,0,0,0,1
Cytoplasm_Intensity_MinIntensityEdge_ER,Cytoplasm,Intensity,MinIntensityEdge,ER,,,0,0,401,85,0,0.5,0.59,0.22,0,0,0,1
Cytoplasm_Intensity_StdIntensity_ER,Cytoplasm,Intensity,StdIntensity,ER,,,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Cytoplasm_Intensity_StdIntensityEdge_ER,Cytoplasm,Intensity,StdIntensityEdge,ER,,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cytoplasm_Intensity_UpperQuartileIntensity_ER,Cytoplasm,Intensity,UpperQuartileIntensity,ER,,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cytoplasm_Location_CenterMassIntensity_X_ER,Cytoplasm,Location,CenterMassIntensity,ER,X,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cytoplasm_Location_CenterMassIntensity_Y_ER,Cytoplasm,Location,CenterMassIntensity,ER,Y,,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cytoplasm_Location_MaxIntensity_X_ER,Cytoplasm,Location,MaxIntensity,ER,X,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cytoplasm_Location_MaxIntensity_Y_ER,Cytoplasm,Location,MaxIntensity,ER,Y,,8,5,396,77,0.62,0.54,0.54,0.22,0.16,0.192233605,0.09,0.99
Cytoplasm_RadialDistribution_FracAtD_ER_1of4,Cytoplasm,RadialDistribution,FracAtD,ER,1of4,,5,3,398,80,0.62,0.53,0.53,0.2,0.11,0.153284223,0.06,0.99
Cytoplasm_RadialDistribution_FracAtD_ER_2of4,Cytoplasm,RadialDistribution,FracAtD,ER,2of4,,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cytoplasm_RadialDistribution_FracAtD_ER_3of4,Cytoplasm,RadialDistribution,FracAtD,ER,3of4,,5,3,398,80,0.62,0.53,0.53,0.2,0.11,0.153284223,0.06,0.99
Cytoplasm_RadialDistribution_FracAtD_ER_4of4,Cytoplasm,RadialDistribution,FracAtD,ER,4of4,,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cytoplasm_RadialDistribution_MeanFrac_ER_1of4,Cytoplasm,RadialDistribution,MeanFrac,ER,1of4,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cytoplasm_RadialDistribution_MeanFrac_ER_2of4,Cytoplasm,RadialDistribution,MeanFrac,ER,2of4,,0,0,401,85,0,0.5,0.58,0.23,0,0,0,1
Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,Cytoplasm,RadialDistribution,MeanFrac,ER,3of4,,0,0,401,85,0,0.5,0.58,0.23,0,0,0,1
Cytoplasm_RadialDistribution_MeanFrac_ER_4of4,Cytoplasm,RadialDistribution,MeanFrac,ER,4of4,,0,0,401,85,0,0.5,0.58,0.22,0,0,0,1
Cytoplasm_RadialDistribution_RadialCV_ER_1of4,Cytoplasm,RadialDistribution,RadialCV,ER,1of4,,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
